admin2_name,wind_weighted_present,rain_weighted_present,surge_weighted_present,is_coastal_present,n_extreme_events_present,mean_compound_hazard_present,wind_share_present,rain_share_present,surge_share_present,wind_deviation_pp_present,water_deviation_pp_present,wind_scaling_present,water_scaling_present,wind_weighted_future,rain_weighted_future,surge_weighted_future,is_coastal_future,n_extreme_events_future,mean_compound_hazard_future,wind_share_future,rain_share_future,surge_share_future,wind_deviation_pp_future,water_deviation_pp_future,wind_scaling_future,water_scaling_future,wind_share_change_pp,rain_share_change_pp,surge_share_change_pp,compound_hazard_change
Santa Rosa,6.468246542949652,0.641041189393322,0.9403137339955816,1.0,147.0,8.049601466338556,80.35486688376139,7.963638846891958,11.681494269346642,10.354866883761389,-10.3548668837614,1.14792666976802,0.6548377705412867,6.195466996822956,0.6689901223621992,0.9481257450402247,1.0,1026.0,7.812582864225381,79.30113644224673,8.562982741924872,12.135880815828399,9.30113644224673,-9.30113644224673,1.1328733777463817,0.6899621185917757,-1.0537304415146593,0.5993438950329137,0.45438654648175714,0.9705552376593638
Sarasota,6.663416746985934,0.7067183925473419,1.1515948545724688,1.0,242.0,8.521729994105746,78.19323953698186,8.293132885413648,13.513627577604506,8.193239536981864,-8.193239536981846,1.1170462790997409,0.7268920154339384,6.487967174815201,0.788109387106923,1.015923001850438,1.0,1543.0,8.291999563772562,78.24369894037247,9.504455240809992,12.251845818817548,8.243698940372468,-8.243698940372461,1.1177671277196066,0.725210035320918,0.05045940339060451,1.2113223553963444,-1.2617817587869578,0.9730418083543972
Seminole,5.266629598435348,0.5627315208670916,0.0,0.0,121.0,5.82936111930244,90.34660043613098,9.653399563869012,0.0,20.346600436130984,-20.346600436130988,1.290665720516157,0.32177998546230036,5.112212040603176,0.5968425328347688,0.0,0.0,867.0,5.709054573437947,89.54568527665421,10.454314723345782,0.0,19.54568527665421,-19.54568527665422,1.2792240753807744,0.3484771574448594,-0.8009151594767729,0.8009151594767694,0.0,0.9793619672203651
St. Johns,6.252256422874896,0.777377632241069,0.7921489380029431,1.0,227.0,7.821782993118908,79.93390290136176,9.938624389412936,10.127472709225298,9.933902901361762,-9.933902901361765,1.1419128985908824,0.6688699032879412,6.156608365423144,0.8121383346731947,0.7959912966228706,1.0,1475.0,7.7647379967192105,79.28932525507571,10.45931408138102,10.251360663543268,9.28932525507571,-9.28932525507571,1.1327046465010815,0.6903558248308097,-0.6445776462860522,0.5206896919680837,0.12388795431797028,0.9927069062834034
St. Lucie,6.498236293490208,0.7355117989925426,0.8686905683468054,1.0,231.0,8.102438660829554,80.20099337382574,9.07765957610148,10.721347050072772,10.200993373825739,-10.200993373825746,1.145728476768939,0.6599668875391418,6.350793151579029,0.8026936996372104,0.9181338299692727,1.0,1494.0,8.071620681185511,78.6805203369178,9.944641000143177,11.374838662939037,8.680520336917795,-8.680520336917787,1.12400743338454,0.7106493221027403,-1.5204730369079442,0.8669814240416969,0.6534916128662651,0.9961964562850651
Sumter,5.1608118897128925,0.521253825952731,0.0,0.0,124.0,5.682065715665623,90.82633232284488,9.173667677155136,0.0,20.826332322844877,-20.826332322844863,1.2975190331834983,0.3057889225718379,5.098500700682858,0.5317188903658738,0.0,0.0,894.0,5.630219591048731,90.55598308792017,9.444016912079825,0.0,20.55598308792017,-20.555983087920175,1.2936569012560024,0.3148005637359942,-0.2703492349247085,0.270349234924689,0.0,0.9908754795858924
Suwannee,5.241280558211249,0.560986761831685,0.0,0.0,116.0,5.802267320042934,90.3315939978523,9.668406002147691,0.0,20.331593997852295,-20.33159399785231,1.2904513428264615,0.32228020007158975,5.144119842320979,0.5527336708298212,0.0,0.0,854.0,5.696853513150802,90.2975621620975,9.702437837902501,0.0,20.297562162097506,-20.2975621620975,1.2899651737442501,0.32341459459675004,-0.03403183575478863,0.03403183575480995,0.0,0.9818323077725154
Taylor,6.469434320107775,0.6620274054900134,1.0754015018702996,1.0,226.0,8.206863227468089,78.82956180450043,8.066753242264724,13.103684953234849,8.829561804500429,-8.829561804500429,1.1261365972071489,0.7056812731833191,6.28726802152205,0.6532076585457621,0.9917665028405286,1.0,1480.0,7.93224218290834,79.26217929993706,8.234842601669845,12.5029780983931,9.26217929993706,-9.262179299937053,1.132316847141958,0.6912606900020982,0.43261749543663086,0.16808935940512093,-0.6007068548417482,0.9665376360068239
Union,5.148118221478769,0.5308925006026483,0.0,0.0,117.0,5.679010722081417,90.65167286023242,9.348327139767585,0.0,20.651672860232424,-20.651672860232416,1.2950238980033204,0.3116109046589195,5.1024699509629174,0.5297917020889839,0.0,0.0,853.0,5.632261653051903,90.59362411187146,9.406375888128538,0.0,20.593624111871463,-20.593624111871463,1.2941946301695924,0.3135458629376179,-0.05804874836096019,0.058048748360953084,0.0,0.9917680963609135
Volusia,6.190585400186702,0.7112733878975884,0.8743331794079984,1.0,211.0,7.77619196749229,79.60947242642568,9.1468085004975,11.243719073076823,9.609472426425683,-9.609472426425675,1.1372781775203669,0.6796842524524775,6.152671331897919,0.7702133923151382,0.8948774783922234,1.0,1372.0,7.81776220260528,78.70118292735395,9.852095425190388,11.446721647455638,8.701182927353955,-8.701182927353976,1.1243026132479137,0.7099605690882008,-0.9082894990717278,0.7052869246928886,0.20300257437881442,1.0053458344761512
Wakulla,6.495921169584672,0.7002855480291093,1.096543800874002,1.0,229.0,8.292750518487784,78.33252857544339,8.444551014381766,13.222920410174854,8.33252857544339,-8.33252857544338,1.119036122506334,0.7222490474852207,6.386861024011308,0.7416013891007842,1.0766077752774021,1.0,1490.0,8.205070188389495,77.84041912339731,9.038330837805384,13.121250038797298,7.840419123397311,-7.840419123397318,1.1120059874771044,0.7386526958867561,-0.4921094520460798,0.5937798234236187,-0.10167037137755663,0.9894268699024751
Walton,6.49287262976159,0.7407052266499183,1.1507977594135268,1.0,244.0,8.384375615825034,77.4401449465916,8.83435166301327,13.725503390395117,7.440144946591602,-7.440144946591612,1.1062877849513086,0.7519951684469462,6.306030582532516,0.723953171342271,1.0463503567571897,1.0,1549.0,8.076334110631977,78.08035794644789,8.963883383541958,12.955758670010152,8.08035794644789,-8.08035794644789,1.1154336849492557,0.7306547351184036,0.6402129998562884,0.12953172052868744,-0.7697447203849652,0.963260054259539
Washington,5.271234558729079,0.5389018219056994,0.0,0.0,112.0,5.81013638063478,90.72479909934883,9.27520090065119,0.0,20.72479909934883,-20.724799099348807,1.296068558562126,0.30917336335503975,5.213219980482498,0.5711610398648455,0.0,0.0,853.0,5.784381020347344,90.12580537389032,9.874194626109675,0.0,20.125805373890316,-20.125805373890323,1.2875115053412902,0.32913982087032256,-0.5989937254585129,0.5989937254584845,0.0,0.995567167687616
