as_of,product_line,county,policies_in_force,building_count,total_premium,total_exposure
2012-08-31,PLAPR-M,Osceola,2547,2547,2354824.0,390944297.0
2012-08-31,PLAPR-M,Palm Beach,81471,81471,152012577.0,21188487712.0
2012-08-31,PLAPR-M,Pasco,63858,63858,79127433.0,15719664886.0
2012-08-31,PLAPR-M,Pinellas,144348,144348,218613908.0,35183396667.0
2012-08-31,PLAPR-M,Polk,9724,9724,8678374.0,1139549789.0
2012-08-31,PLAPR-M,Putnam,2056,2056,1492556.0,151629530.0
2012-08-31,PLAPR-M,Santa Rosa,3884,3884,5781192.0,741257054.0
2012-08-31,PLAPR-M,Sarasota,19986,19986,25018591.0,3901945952.0
2012-08-31,PLAPR-M,Seminole,2565,2565,2534073.0,438030067.0
2012-08-31,PLAPR-M,Saint Johns,3368,3368,3810373.0,679287598.0
2012-08-31,PLAPR-M,Saint Lucie,11618,11618,17525322.0,1999734197.0
2012-08-31,PLAPR-M,Sumter,1088,1088,908862.0,134401479.0
2012-08-31,PLAPR-M,Suwannee,736,736,458577.0,52988259.0
2012-08-31,PLAPR-M,Taylor,708,708,744333.0,72479856.0
2012-08-31,PLAPR-M,Union,188,188,146192.0,18707067.0
2012-08-31,PLAPR-M,Volusia,9925,9925,10745398.0,1783137590.0
2012-08-31,PLAPR-M,Wakulla,825,825,734425.0,70377283.0
2012-08-31,PLAPR-M,Walton,1215,1215,1153037.0,136796650.0
2012-08-31,PLAPR-M,Washington,507,507,349990.0,41909724.0
2012-08-31,COASTALPR-W (ePAS),Bay,5216,5216,4597027.0,964703600.0
2012-08-31,COASTALPR-W (ePAS),Brevard,2060,2060,2723647.0,625790851.0
2012-08-31,COASTALPR-W (ePAS),Broward,33927,33927,68273018.0,12299279489.0
2012-08-31,COASTALPR-W (ePAS),Charlotte,1138,1138,2027739.0,538276898.0
2012-08-31,COASTALPR-W (ePAS),Collier,8744,8744,17644819.0,4354675737.0
2012-08-31,COASTALPR-W (ePAS),Miami-Dade,41313,41313,113772566.0,19012082361.0
2012-08-31,COASTALPR-W (ePAS),Duval,1391,1391,1161047.0,594111314.0
2012-08-31,COASTALPR-W (ePAS),Escambia,7960,7960,9870764.0,2680074535.0
2012-08-31,COASTALPR-W (ePAS),Flagler,1641,1641,1208659.0,588348119.0
2012-08-31,COASTALPR-W (ePAS),Franklin,1670,1670,3575558.0,755985156.0
2012-08-31,COASTALPR-W (ePAS),Gulf,1140,1140,1771723.0,369013517.0
2012-08-31,COASTALPR-W (ePAS),Hernando,185,185,191803.0,58347166.0
2012-08-31,COASTALPR-W (ePAS),Indian River,1943,1943,5836940.0,1200101182.0
2012-08-31,COASTALPR-W (ePAS),Lee,13321,13321,23798926.0,6124246041.0
2012-08-31,COASTALPR-W (ePAS),Levy,372,372,248157.0,95316142.0
2012-08-31,COASTALPR-W (ePAS),Manatee,1745,1745,2836000.0,648248391.0
2012-08-31,COASTALPR-W (ePAS),Monroe,21086,21086,54357426.0,8498166389.0
2012-08-31,COASTALPR-W (ePAS),Nassau,745,745,623708.0,291189134.0
2012-08-31,COASTALPR-W (ePAS),Okaloosa,2791,2791,2688349.0,551249117.0
2012-08-31,COASTALPR-W (ePAS),Palm Beach,31265,31265,72132958.0,13636780869.0
2012-08-31,COASTALPR-W (ePAS),Pasco,1555,1555,1618912.0,354127630.0
2012-08-31,COASTALPR-W (ePAS),Pinellas,8043,8043,11892428.0,3232941308.0
2012-08-31,COASTALPR-W (ePAS),Santa Rosa,1518,1518,2293709.0,647677724.0
2012-08-31,COASTALPR-W (ePAS),Sarasota,27766,27766,30710133.0,10436384618.0
2012-08-31,COASTALPR-W (ePAS),Saint Johns,1495,1495,1244534.0,628421156.0
2012-08-31,COASTALPR-W (ePAS),Saint Lucie,827,827,880517.0,128961136.0
2012-08-31,COASTALPR-W (ePAS),Volusia,12284,12284,9944622.0,3520458864.0
2012-08-31,COASTALPR-W (ePAS),Wakulla,384,384,373591.0,120404306.0
2012-08-31,COASTALPR-W (ePAS),Walton,6836,6836,10327926.0,2535787440.0
2012-08-31,COASTALPR-M,Bay,2402,2402,2985450.0,311691074.0
2012-08-31,COASTALPR-M,Brevard,2257,2257,3592827.0,396843368.0
2012-08-31,COASTALPR-M,Broward,36007,36007,73515258.0,7245458776.0
2012-08-31,COASTALPR-M,Charlotte,471,471,937044.0,101773607.0
2012-08-31,COASTALPR-M,Collier,2975,2975,5748030.0,661724703.0
2012-08-31,COASTALPR-M,Miami-Dade,47025,47025,125697728.0,11799778038.0
2012-08-31,COASTALPR-M,Duval,339,339,521402.0,96328084.0
2012-08-31,COASTALPR-M,Escambia,3112,3112,5390928.0,708150692.0
2012-08-31,COASTALPR-M,Flagler,315,315,463511.0,73234932.0
2012-08-31,COASTALPR-M,Franklin,241,241,605231.0,57723098.0
2012-08-31,COASTALPR-M,Gulf,252,252,565887.0,58106649.0
2012-08-31,COASTALPR-M,Hernando,1258,1258,1790027.0,398726921.0
2012-08-31,COASTALPR-M,Indian River,754,754,1853338.0,212507211.0
2012-08-31,COASTALPR-M,Lee,6157,6157,10962666.0,1272129689.0
2012-08-31,COASTALPR-M,Levy,71,71,126982.0,16856963.0
2012-08-31,COASTALPR-M,Manatee,1304,1304,2747083.0,306041529.0
2012-08-31,COASTALPR-M,Monroe,1745,1745,5050080.0,463225580.0
2012-08-31,COASTALPR-M,Nassau,115,115,163833.0,24052202.0
2012-08-31,COASTALPR-M,Okaloosa,762,762,1146161.0,125059731.0
2012-08-31,COASTALPR-M,Palm Beach,28672,28672,58390045.0,6338184424.0
2012-08-31,COASTALPR-M,Pasco,10527,10527,16229645.0,2624734151.0
2012-08-31,COASTALPR-M,Pinellas,7998,7998,15229255.0,1852354007.0
2012-08-31,COASTALPR-M,Santa Rosa,591,591,1274661.0,169178874.0
2012-08-31,COASTALPR-M,Sarasota,14446,14446,23084398.0,3150589212.0
2012-08-31,COASTALPR-M,Saint Johns,476,476,639848.0,101944345.0
2012-08-31,COASTALPR-M,Saint Lucie,1169,1169,1578600.0,116718957.0
2012-08-31,COASTALPR-M,Volusia,6808,6808,8140318.0,1215101568.0
2012-08-31,COASTALPR-M,Wakulla,81,81,118509.0,13004625.0
2012-08-31,COASTALPR-M,Walton,2417,2417,4552304.0,588584538.0
2012-08-31,COASTALCR-W,Bay,144,374,1855093.0,464751472.0
2012-08-31,COASTALCR-W,Brevard,364,825,4229593.0,1492612840.0
2012-08-31,COASTALCR-W,Broward,3078,6288,33376675.0,6680256264.0
2012-08-31,COASTALCR-W,Charlotte,70,310,1566887.0,301397270.0
2012-08-31,COASTALCR-W,Collier,456,1365,16556612.0,3983842108.0
2012-08-31,COASTALCR-W,Dade,2782,5303,65881687.0,11816533622.0
2012-08-31,COASTALCR-W,Duval,81,126,511543.0,182363399.0
2012-08-31,COASTALCR-W,Escambia,100,356,2587439.0,713249780.0
2012-08-31,COASTALCR-W,Flagler,25,47,317192.0,65961772.0
2012-08-31,COASTALCR-W,Franklin,8,15,72353.0,14033000.0
2012-08-31,COASTALCR-W,Gulf,16,18,80722.0,11835600.0
2012-08-31,COASTALCR-W,Hernando,0,0,0.0,0.0
2012-08-31,COASTALCR-W,Indian River,184,717,3444005.0,968332487.0
2012-08-31,COASTALCR-W,Lee,435,1493,9144104.0,3482068084.0
2012-08-31,COASTALCR-W,Levy,16,26,164735.0,20017040.0
2012-08-31,COASTALCR-W,Manatee,186,760,3805690.0,722402397.0
2012-08-31,COASTALCR-W,Monroe,379,1184,10471780.0,1518469608.0
2012-08-31,COASTALCR-W,Nassau,39,74,384775.0,200203429.0
2012-08-31,COASTALCR-W,Okaloosa,103,263,1674439.0,521182678.0
2012-08-31,COASTALCR-W,Palm Beach,1730,6951,39915558.0,9021267187.0
2012-08-31,COASTALCR-W,Pasco,27,245,636357.0,180085739.0
2012-08-31,COASTALCR-W,Pinellas,766,1507,13559884.0,3355230678.0
2012-08-31,COASTALCR-W,Santa Rosa,25,79,737201.0,171137699.0
2012-08-31,COASTALCR-W,Sarasota,718,5294,18088546.0,5321481673.0
2012-08-31,COASTALCR-W,St Johns,81,268,1229249.0,450691206.0
2012-08-31,COASTALCR-W,St Lucie,68,310,1870718.0,487145715.0
2012-08-31,COASTALCR-W,Volusia,476,1144,5456934.0,2095658880.0
2012-08-31,COASTALCR-W,Wakulla,4,4,29936.0,3311688.0
2012-08-31,COASTALCR-W,Walton,236,756,3215609.0,803936564.0
2012-08-31,COASTALCR-M,Bay,1,2,3909.0,420000.0
2012-08-31,COASTALCR-M,Brevard,10,76,200627.0,26729600.0
2012-08-31,COASTALCR-M,Broward,246,487,28584652.0,4579926279.0
2012-08-31,COASTALCR-M,Charlotte,4,27,303898.0,60985700.0
2012-08-31,COASTALCR-M,Collier,7,18,63629.0,8950500.0
2012-08-31,COASTALCR-M,Dade,347,718,37332447.0,6097030982.0
2012-08-31,COASTALCR-M,Duval,1,1,8406.0,765000.0
2012-08-31,COASTALCR-M,Escambia,13,83,312106.0,47971100.0
2012-08-31,COASTALCR-M,Flagler,0,0,0.0,0.0
2012-08-31,COASTALCR-M,Franklin,0,0,0.0,0.0
2012-08-31,COASTALCR-M,Gulf,0,0,0.0,0.0
2012-08-31,COASTALCR-M,Hernando,0,0,0.0,0.0
2012-08-31,COASTALCR-M,Indian River,7,7,176899.0,34757800.0
2012-08-31,COASTALCR-M,Lee,5,15,61103.0,10500400.0
2012-08-31,COASTALCR-M,Levy,1,1,10716.0,1046500.0
2012-08-31,COASTALCR-M,Manatee,2,2,17698.0,5809100.0
2012-08-31,COASTALCR-M,Monroe,13,85,851636.0,94780500.0
2012-08-31,COASTALCR-M,Nassau,0,0,0.0,0.0
2012-08-31,COASTALCR-M,Okaloosa,0,0,0.0,0.0
2012-08-31,COASTALCR-M,Palm Beach,148,624,12904915.0,2211475623.0
2012-08-31,COASTALCR-M,Pasco,2,21,133769.0,12887100.0
2012-08-31,COASTALCR-M,Pinellas,25,49,532252.0,72827800.0
2012-08-31,COASTALCR-M,Santa Rosa,0,0,0.0,0.0
2012-08-31,COASTALCR-M,Sarasota,6,30,209764.0,23845000.0
2012-08-31,COASTALCR-M,St. Johns,1,1,10993.0,3441000.0
2012-08-31,COASTALCR-M,St. Lucie,14,49,1601492.0,319295400.0
2012-08-31,COASTALCR-M,Volusia,1,9,11209.0,1845300.0
2012-08-31,COASTALCR-M,Wakulla,0,0,0.0,0.0
2012-08-31,COASTALCR-M,Walton,1,3,33485.0,3995600.0
2012-08-31,COASTALCNR-W,Bay,337,647,1040259.0,232149924.0
2012-08-31,COASTALCNR-W,Brevard,381,513,938746.0,198308029.0
2012-08-31,COASTALCNR-W,Broward,5034,6379,16274134.0,2625349154.0
2012-08-31,COASTALCNR-W,Charlotte,22,33,53783.0,11729525.0
2012-08-31,COASTALCNR-W,Collier,393,527,1343832.0,242128155.0
2012-08-31,COASTALCNR-W,Dade,4970,6326,18722608.0,2801285452.0
2012-08-31,COASTALCNR-W,Duval,123,132,135139.0,44702932.0
2012-08-31,COASTALCNR-W,Escambia,1301,1695,2681514.0,699697179.0
2012-08-31,COASTALCNR-W,Flagler,101,131,154018.0,42186359.0
2012-08-31,COASTALCNR-W,Franklin,71,89,172076.0,34267305.0
2012-08-31,COASTALCNR-W,Gulf,37,52,86013.0,15783450.0
2012-08-31,COASTALCNR-W,Hernando,12,18,27379.0,5458800.0
2012-08-31,COASTALCNR-W,Indian River,214,269,839944.0,121771428.0
2012-08-31,COASTALCNR-W,Lee,673,1177,2455490.0,454405647.0
2012-08-31,COASTALCNR-W,Levy,40,56,63015.0,12685485.0
2012-08-31,COASTALCNR-W,Manatee,139,237,425591.0,80368362.0
2012-08-31,COASTALCNR-W,Monroe,1501,2780,11886278.0,1254247475.0
2012-08-31,COASTALCNR-W,Nassau,12,19,57576.0,11077113.0
2012-08-31,COASTALCNR-W,Okaloosa,63,99,297732.0,49786551.0
2012-08-31,COASTALCNR-W,Palm Beach,4840,6130,15509923.0,2481027554.0
2012-08-31,COASTALCNR-W,Pasco,117,152,290055.0,71271549.0
2012-08-31,COASTALCNR-W,Pinellas,604,872,1795446.0,358416184.0
2012-08-31,COASTALCNR-W,Santa Rosa,124,173,245055.0,58805595.0
2012-08-31,COASTALCNR-W,Sarasota,2331,3188,5023536.0,1242599155.0
2012-08-31,COASTALCNR-W,St Johns,74,110,156773.0,44393100.0
2012-08-31,COASTALCNR-W,St Lucie,30,44,114833.0,16284449.0
2012-08-31,COASTALCNR-W,Volusia,1547,2026,2655446.0,807670984.0
2012-08-31,COASTALCNR-W,Wakulla,8,10,18077.0,4060514.0
2012-08-31,COASTALCNR-W,Walton,465,783,1216007.0,272507810.0
2012-08-31,COASTALCNR-M,Bay,8,11,58084.0,10925500.0
2012-08-31,COASTALCNR-M,Brevard,12,20,62107.0,11386100.0
2012-08-31,COASTALCNR-M,Broward,34,47,370058.0,68701200.0
2012-08-31,COASTALCNR-M,Charlotte,0,0,0.0,0.0
2012-08-31,COASTALCNR-M,Collier,1,2,10345.0,1507400.0
2012-08-31,COASTALCNR-M,Dade,44,52,638501.0,85130600.0
2012-08-31,COASTALCNR-M,Duval,0,0,0.0,0.0
2012-08-31,COASTALCNR-M,Escambia,36,54,174471.0,37116100.0
2012-08-31,COASTALCNR-M,Flagler,1,1,1552.0,420000.0
2012-08-31,COASTALCNR-M,Franklin,3,4,15366.0,2345200.0
2012-08-31,COASTALCNR-M,Gulf,0,0,0.0,0.0
2012-08-31,COASTALCNR-M,Hernando,0,0,0.0,0.0
2012-08-31,COASTALCNR-M,Indian River,0,0,0.0,0.0
2012-08-31,COASTALCNR-M,Lee,4,26,160868.0,26566600.0
2012-08-31,COASTALCNR-M,Levy,0,0,0.0,0.0
2012-08-31,COASTALCNR-M,Manatee,6,9,27879.0,3500900.0
2012-08-31,COASTALCNR-M,Monroe,3,12,113313.0,7861900.0
2012-08-31,COASTALCNR-M,Nassau,1,1,2574.0,286500.0
2012-08-31,COASTALCNR-M,Okaloosa,0,0,0.0,0.0
2012-08-31,COASTALCNR-M,Palm Beach,52,80,570266.0,104592200.0
2012-08-31,COASTALCNR-M,Pasco,1,1,3470.0,1254800.0
2012-08-31,COASTALCNR-M,Pinellas,11,18,64491.0,12617400.0
2012-08-31,COASTALCNR-M,Santa Rosa,9,17,60108.0,13889200.0
2012-08-31,COASTALCNR-M,Sarasota,14,15,108458.0,25771500.0
2012-08-31,COASTALCNR-M,St. Johns,1,1,1822.0,80800.0
2012-08-31,COASTALCNR-M,St. Lucie,1,1,1540.0,300000.0
2012-08-31,COASTALCNR-M,Volusia,7,14,61551.0,13778600.0
2012-08-31,COASTALCNR-M,Wakulla,0,0,0.0,0.0
2012-08-31,COASTALCNR-M,Walton,12,16,112453.0,14512800.0
2012-08-31,CLACR-M,Alachua,15,67,122607.0,21192900.0
2012-08-31,CLACR-M,Baker,0,0,0.0,0.0
2012-08-31,CLACR-M,Bay,29,122,482803.0,64806048.0
2012-08-31,CLACR-M,Bradford,0,0,0.0,0.0
2012-08-31,CLACR-M,Brevard,235,1027,4002502.0,653061430.0
2012-08-31,CLACR-M,Broward,1020,5340,39927980.0,8756145148.0
2012-08-31,CLACR-M,Calhoun,0,0,0.0,0.0
2012-08-31,CLACR-M,Charlotte,72,393,1716769.0,316013716.0
2012-08-31,CLACR-M,Citrus,16,64,242453.0,27090350.0
2012-08-31,CLACR-M,Clay,2,3,22562.0,7260800.0
2012-08-31,CLACR-M,Collier,266,1602,5986121.0,960705729.0
2012-08-31,CLACR-M,Columbia,0,0,0.0,0.0
2012-08-31,CLACR-M,Dade,2004,7057,41924598.0,7852174852.0
2012-08-31,CLACR-M,Desoto,0,0,0.0,0.0
2012-08-31,CLACR-M,Dixie,3,10,55491.0,9556900.0
2012-08-31,CLACR-M,Duval,23,173,454572.0,86885100.0
2012-08-31,CLACR-M,Escambia,26,182,588383.0,83392200.0
2012-08-31,CLACR-M,Flagler,0,0,0.0,0.0
2012-08-31,CLACR-M,Franklin,0,0,0.0,0.0
2012-08-31,CLACR-M,Gadsden,0,0,0.0,0.0
2012-08-31,CLACR-M,Gilchrist,0,0,0.0,0.0
2012-08-31,CLACR-M,Glades,0,0,0.0,0.0
2012-08-31,CLACR-M,Gulf,0,0,0.0,0.0
2012-08-31,CLACR-M,Hamilton,0,0,0.0,0.0
2012-08-31,CLACR-M,Hardee,0,0,0.0,0.0
2012-08-31,CLACR-M,Hendry,1,3,15632.0,2268500.0
2012-08-31,CLACR-M,Hernando,4,10,55561.0,7971900.0
2012-08-31,CLACR-M,Highlands,6,30,83311.0,12853700.0
2012-08-31,CLACR-M,Hillsborough,196,1449,5801476.0,988639132.0
2012-08-31,CLACR-M,Holmes,0,0,0.0,0.0
2012-08-31,CLACR-M,Indian River,54,424,1955161.0,317643332.0
2012-08-31,CLACR-M,Jackson,0,0,0.0,0.0
2012-08-31,CLACR-M,Jefferson,0,0,0.0,0.0
2012-08-31,CLACR-M,Lafayette,0,0,0.0,0.0
2012-08-31,CLACR-M,Lake,3,34,27563.0,12332400.0
2012-08-31,CLACR-M,Lee,381,1738,6696722.0,1157454797.0
2012-08-31,CLACR-M,Leon,19,59,137557.0,36403400.0
2012-08-31,CLACR-M,Levy,0,0,0.0,0.0
2012-08-31,CLACR-M,Liberty,0,0,0.0,0.0
2012-08-31,CLACR-M,Madison,0,0,0.0,0.0
2012-08-31,CLACR-M,Manatee,184,1525,6230218.0,1028274066.0
2012-08-31,CLACR-M,Marion,9,33,83859.0,18520100.0
2012-08-31,CLACR-M,Martin,186,1613,8232669.0,1337128500.0
2012-08-31,CLACR-M,Monroe,0,0,0.0,0.0
2012-08-31,CLACR-M,Nassau,4,14,37046.0,5403200.0
2012-08-31,CLACR-M,Okaloosa,77,399,1726880.0,263920165.0
2012-08-31,CLACR-M,Okeechobee,1,21,36821.0,6405300.0
2012-08-31,CLACR-M,Orange,40,427,1133163.0,222358498.0
2012-08-31,CLACR-M,Osceola,2,6,22244.0,11346600.0
2012-08-31,CLACR-M,Palm Beach,672,9851,34302988.0,6942890721.0
2012-08-31,CLACR-M,Pasco,39,554,1143009.0,183700500.0
2012-08-31,CLACR-M,Pinellas,924,4206,27286876.0,5839802648.0
2012-08-31,CLACR-M,Polk,19,78,170269.0,58987020.0
2012-08-31,CLACR-M,Putnam,0,0,0.0,0.0
2012-08-31,CLACR-M,Santa Rosa,14,54,165946.0,22705700.0
2012-08-31,CLACR-M,Sarasota,94,1252,3576895.0,550493382.0
2012-08-31,CLACR-M,Seminole,10,121,346767.0,62811200.0
2012-08-31,CLACR-M,St. Johns,12,18,37921.0,3471800.0
2012-08-31,CLACR-M,St. Lucie,47,395,1676862.0,387039000.0
2012-08-31,CLACR-M,Sumter,0,0,0.0,0.0
2012-08-31,CLACR-M,Suwannee,0,0,0.0,0.0
2012-08-31,CLACR-M,Taylor,1,2,2622.0,479600.0
2012-08-31,CLACR-M,Union,0,0,0.0,0.0
2012-08-31,CLACR-M,Volusia,36,128,431343.0,55487574.0
2012-08-31,CLACR-M,Wakulla,0,0,0.0,0.0
2012-08-31,CLACR-M,Walton,1,1,228.0,85100.0
2012-08-31,CLACR-M,Washington,0,0,0.0,0.0
2012-08-31,CLACNR-M,Alachua,0,0,0.0,0.0
2012-08-31,CLACNR-M,Baker,1,1,936.0,281200.0
2012-08-31,CLACNR-M,Bay,63,99,315886.0,64628600.0
2012-08-31,CLACNR-M,Bradford,0,0,0.0,0.0
2012-08-31,CLACNR-M,Brevard,198,270,885667.0,169816900.0
2012-08-31,CLACNR-M,Broward,105,163,1008273.0,194437800.0
2012-08-31,CLACNR-M,Calhoun,0,0,0.0,0.0
2012-08-31,CLACNR-M,Charlotte,17,39,95100.0,25162400.0
2012-08-31,CLACNR-M,Citrus,1,2,1213.0,945800.0
2012-08-31,CLACNR-M,Clay,1,3,3377.0,725900.0
2012-08-31,CLACNR-M,Collier,44,78,440366.0,76943200.0
2012-08-31,CLACNR-M,Columbia,0,0,0.0,0.0
2012-08-31,CLACNR-M,Dade,209,284,1876147.0,346221800.0
2012-08-31,CLACNR-M,Desoto,0,0,0.0,0.0
2012-08-31,CLACNR-M,Dixie,0,0,0.0,0.0
2012-08-31,CLACNR-M,Duval,7,8,22424.0,4748700.0
2012-08-31,CLACNR-M,Escambia,82,146,488409.0,104158100.0
2012-08-31,CLACNR-M,Flagler,1,10,9800.0,4342100.0
2012-08-31,CLACNR-M,Franklin,4,4,10646.0,1456000.0
2012-08-31,CLACNR-M,Gadsden,1,1,4316.0,1310000.0
2012-08-31,CLACNR-M,Gilchrist,0,0,0.0,0.0
2012-08-31,CLACNR-M,Glades,1,1,3436.0,450000.0
2012-08-31,CLACNR-M,Gulf,1,1,2599.0,345000.0
2012-08-31,CLACNR-M,Hamilton,0,0,0.0,0.0
2012-08-31,CLACNR-M,Hardee,0,0,0.0,0.0
2012-08-31,CLACNR-M,Hendry,0,0,0.0,0.0
2012-08-31,CLACNR-M,Hernando,4,7,7242.0,6040800.0
2012-08-31,CLACNR-M,Highlands,0,0,0.0,0.0
2012-08-31,CLACNR-M,Hillsborough,54,67,275037.0,59537500.0
2012-08-31,CLACNR-M,Holmes,2,2,17032.0,2442700.0
2012-08-31,CLACNR-M,Indian River,18,20,76919.0,11608100.0
2012-08-31,CLACNR-M,Jackson,0,1,0.0,20000.0
2012-08-31,CLACNR-M,Jefferson,0,0,0.0,0.0
2012-08-31,CLACNR-M,Lafayette,0,0,0.0,0.0
2012-08-31,CLACNR-M,Lake,0,0,0.0,0.0
2012-08-31,CLACNR-M,Lee,28,64,183647.0,39843700.0
2012-08-31,CLACNR-M,Leon,2,4,10709.0,1590700.0
2012-08-31,CLACNR-M,Levy,1,2,3290.0,362000.0
2012-08-31,CLACNR-M,Liberty,0,0,0.0,0.0
2012-08-31,CLACNR-M,Madison,0,0,0.0,0.0
2012-08-31,CLACNR-M,Manatee,44,71,225459.0,44381900.0
2012-08-31,CLACNR-M,Marion,1,1,1754.0,473200.0
2012-08-31,CLACNR-M,Martin,28,42,173442.0,21769900.0
2012-08-31,CLACNR-M,Monroe,0,0,0.0,0.0
2012-08-31,CLACNR-M,Nassau,3,4,12444.0,1673800.0
2012-08-31,CLACNR-M,Okaloosa,105,175,527837.0,104293600.0
2012-08-31,CLACNR-M,Okeechobee,0,0,0.0,0.0
2012-08-31,CLACNR-M,Orange,4,8,10877.0,4315200.0
2012-08-31,CLACNR-M,Osceola,1,5,14896.0,10837900.0
2012-08-31,CLACNR-M,Palm Beach,73,106,706276.0,103291700.0
2012-08-31,CLACNR-M,Pasco,33,40,131460.0,22421400.0
2012-08-31,CLACNR-M,Pinellas,267,342,1063024.0,260711700.0
2012-08-31,CLACNR-M,Polk,6,17,34703.0,8796600.0
2012-08-31,CLACNR-M,Putnam,0,0,0.0,0.0
2012-08-31,CLACNR-M,Santa Rosa,68,92,242294.0,49775300.0
2012-08-31,CLACNR-M,Sarasota,20,32,146737.0,21930900.0
2012-08-31,CLACNR-M,Seminole,1,2,6304.0,3535200.0
2012-08-31,CLACNR-M,St. Johns,5,9,19465.0,2742200.0
2012-08-31,CLACNR-M,St. Lucie,13,18,48203.0,10920200.0
2012-08-31,CLACNR-M,Sumter,2,2,5876.0,3228200.0
2012-08-31,CLACNR-M,Suwannee,0,0,0.0,0.0
2012-08-31,CLACNR-M,Taylor,0,0,0.0,0.0
2012-08-31,CLACNR-M,Union,0,0,0.0,0.0
2012-08-31,CLACNR-M,Volusia,23,26,69752.0,12781400.0
2012-08-31,CLACNR-M,Wakulla,0,1,0.0,2750000.0
2012-08-31,CLACNR-M,Walton,7,7,32042.0,4179400.0
2012-08-31,CLACNR-M,Washington,1,1,3675.0,356200.0
2012-09-30,PLAPR-M,Alachua,2877,2877,2389140.0,443957653.0
2012-09-30,PLAPR-M,Baker,459,459,302580.0,39538075.0
2012-09-30,PLAPR-M,Bay,4992,4992,5690384.0,641868271.0
2012-09-30,PLAPR-M,Bradford,373,373,258270.0,33855453.0
2012-09-30,PLAPR-M,Brevard,27878,27878,43413269.0,5558458355.0
2012-09-30,PLAPR-M,Broward,135664,135664,279435459.0,33609214819.0
2012-09-30,PLAPR-M,Calhoun,228,228,149589.0,20548574.0
2012-09-30,PLAPR-M,Charlotte,17482,17482,25234241.0,3796623722.0
2012-09-30,PLAPR-M,Citrus,4924,4924,4632670.0,588412365.0
2012-09-30,PLAPR-M,Clay,1935,1935,1479752.0,245830152.0
2012-09-30,PLAPR-M,Collier,13823,13823,23023689.0,2772073685.0
2012-09-30,PLAPR-M,Columbia,949,949,629768.0,84604829.0
2012-09-30,PLAPR-M,Miami-Dade,179571,179571,475092513.0,47209548666.0
2012-09-30,PLAPR-M,Desoto,713,713,795073.0,81853245.0
2012-09-30,PLAPR-M,Dixie,684,684,615437.0,57930271.0
2012-09-30,PLAPR-M,Duval,7427,7427,6637176.0,1290573535.0
2012-09-30,PLAPR-M,Escambia,4943,4943,6057055.0,772578242.0
2012-09-30,PLAPR-M,Flagler,727,727,833142.0,140929228.0
2012-09-30,PLAPR-M,Franklin,296,296,392306.0,38638869.0
2012-09-30,PLAPR-M,Gadsden,863,863,652594.0,99992810.0
2012-09-30,PLAPR-M,Gilchrist,665,665,415899.0,53127967.0
2012-09-30,PLAPR-M,Glades,275,275,309177.0,25871358.0
2012-09-30,PLAPR-M,Gulf,377,377,403839.0,41264624.0
2012-09-30,PLAPR-M,Hamilton,167,167,107780.0,13498558.0
2012-09-30,PLAPR-M,Hardee,247,247,216250.0,22695181.0
2012-09-30,PLAPR-M,Hendry,867,867,1136099.0,100678403.0
2012-09-30,PLAPR-M,Hernando,37650,37650,47422793.0,10743460312.0
2012-09-30,PLAPR-M,Highlands,1484,1484,1436412.0,148460776.0
2012-09-30,PLAPR-M,Hillsborough,87120,87120,126586899.0,22733410512.0
2012-09-30,PLAPR-M,Holmes,390,390,299986.0,45052633.0
2012-09-30,PLAPR-M,Indian River,5412,5412,7975365.0,930080590.0
2012-09-30,PLAPR-M,Jackson,896,896,611176.0,83942244.0
2012-09-30,PLAPR-M,Jefferson,282,282,221950.0,28197036.0
2012-09-30,PLAPR-M,Lafayette,188,188,145621.0,18588098.0
2012-09-30,PLAPR-M,Lake,4844,4844,3967497.0,494722476.0
2012-09-30,PLAPR-M,Lee,35162,35162,45349549.0,6258163226.0
2012-09-30,PLAPR-M,Leon,2516,2516,1841553.0,332211182.0
2012-09-30,PLAPR-M,Levy,1678,1678,1508429.0,151246980.0
2012-09-30,PLAPR-M,Liberty,156,156,89341.0,11642745.0
2012-09-30,PLAPR-M,Madison,264,264,185131.0,23452026.0
2012-09-30,PLAPR-M,Manatee,24286,24286,32089528.0,4533134340.0
2012-09-30,PLAPR-M,Marion,5307,5307,4569693.0,681893001.0
2012-09-30,PLAPR-M,Martin,9074,9074,17650159.0,1864712854.0
2012-09-30,PLAPR-M,Monroe,725,725,536722.0,89766996.0
2012-09-30,PLAPR-M,Nassau,1818,1818,1622070.0,243061021.0
2012-09-30,PLAPR-M,Okaloosa,5249,5249,8437592.0,1040721981.0
2012-09-30,PLAPR-M,Okeechobee,896,896,1021209.0,75165425.0
2012-09-30,PLAPR-M,Orange,7523,7523,6834787.0,1191660044.0
2012-09-30,PLAPR-M,Osceola,2588,2588,2397950.0,396248009.0
2012-09-30,PLAPR-M,Palm Beach,82736,82736,154443073.0,21167159068.0
2012-09-30,PLAPR-M,Pasco,64024,64024,78985511.0,15604945762.0
2012-09-30,PLAPR-M,Pinellas,145532,145532,218383481.0,35098720569.0
2012-09-30,PLAPR-M,Polk,9720,9720,8719504.0,1138409965.0
2012-09-30,PLAPR-M,Putnam,2051,2051,1475345.0,151207633.0
2012-09-30,PLAPR-M,Santa Rosa,3949,3949,5898472.0,749459187.0
