as_of,product_line,county,policies_in_force,building_count,total_premium,total_exposure
2012-02-29,PLAPR-M,Charlotte,18527,18527,27223954.0,4302576399.0
2012-02-29,PLAPR-M,Citrus,4941,4941,4862271.0,581855605.0
2012-02-29,PLAPR-M,Clay,2061,2061,1663068.0,272733114.0
2012-02-29,PLAPR-M,Collier,13441,13441,21927298.0,2852054375.0
2012-02-29,PLAPR-M,Columbia,964,964,681588.0,94394674.0
2012-02-29,PLAPR-M,Miami-Dade,179489,179489,443099941.0,49366921722.0
2012-02-29,PLAPR-M,Desoto,822,822,937288.0,101684220.0
2012-02-29,PLAPR-M,Dixie,665,665,627730.0,56983909.0
2012-02-29,PLAPR-M,Duval,8011,8011,7264558.0,1441642350.0
2012-02-29,PLAPR-M,Escambia,4934,4934,5836212.0,753516426.0
2012-02-29,PLAPR-M,Flagler,731,731,862829.0,157507149.0
2012-02-29,PLAPR-M,Franklin,291,291,392216.0,40732989.0
2012-02-29,PLAPR-M,Gadsden,966,966,799166.0,121587616.0
2012-02-29,PLAPR-M,Gilchrist,673,673,468751.0,61914543.0
2012-02-29,PLAPR-M,Glades,290,290,317020.0,25065434.0
2012-02-29,PLAPR-M,Gulf,371,371,388036.0,41232493.0
2012-02-29,PLAPR-M,Hamilton,174,174,119127.0,15213709.0
2012-02-29,PLAPR-M,Hardee,252,252,249764.0,25601472.0
2012-02-29,PLAPR-M,Hendry,858,858,1089463.0,101343934.0
2012-02-29,PLAPR-M,Hernando,39649,39649,49216912.0,12032124481.0
2012-02-29,PLAPR-M,Highlands,1672,1672,1629513.0,171319795.0
2012-02-29,PLAPR-M,Hillsborough,87049,87049,130555267.0,23474102935.0
2012-02-29,PLAPR-M,Holmes,433,433,353459.0,53837350.0
2012-02-29,PLAPR-M,Indian River,5327,5327,7547728.0,935812852.0
2012-02-29,PLAPR-M,Jackson,974,974,713970.0,99581195.0
2012-02-29,PLAPR-M,Jefferson,295,295,253538.0,31271266.0
2012-02-29,PLAPR-M,Lafayette,187,187,148599.0,18186411.0
2012-02-29,PLAPR-M,Lake,5119,5119,4128041.0,558724071.0
2012-02-29,PLAPR-M,Lee,40625,40625,52026919.0,7839455502.0
2012-02-29,PLAPR-M,Leon,2897,2897,2314767.0,420213052.0
2012-02-29,PLAPR-M,Levy,1751,1751,1671991.0,169512686.0
2012-02-29,PLAPR-M,Liberty,177,177,109039.0,13923773.0
2012-02-29,PLAPR-M,Madison,274,274,220319.0,29195982.0
2012-02-29,PLAPR-M,Manatee,24607,24607,32907851.0,4584289536.0
2012-02-29,PLAPR-M,Marion,5476,5476,4768785.0,740656823.0
2012-02-29,PLAPR-M,Martin,8507,8507,15408968.0,1750735710.0
2012-02-29,PLAPR-M,Monroe,816,816,597818.0,104951961.0
2012-02-29,PLAPR-M,Nassau,1856,1856,1700154.0,250927104.0
2012-02-29,PLAPR-M,Okaloosa,5467,5467,8546014.0,1133202913.0
2012-02-29,PLAPR-M,Okeechobee,994,994,1111608.0,84165126.0
2012-02-29,PLAPR-M,Orange,8476,8476,7706083.0,1387088528.0
2012-02-29,PLAPR-M,Osceola,2721,2721,2457239.0,439858957.0
2012-02-29,PLAPR-M,Palm Beach,78601,78601,141194768.0,21022565269.0
2012-02-29,PLAPR-M,Pasco,68772,68772,85902571.0,17671152354.0
2012-02-29,PLAPR-M,Pinellas,135818,135818,215680603.0,33960887835.0
2012-02-29,PLAPR-M,Polk,10430,10430,8923638.0,1225974057.0
2012-02-29,PLAPR-M,Putnam,2288,2288,1771933.0,186196881.0
2012-02-29,PLAPR-M,Santa Rosa,3888,3888,5546871.0,759022272.0
2012-02-29,PLAPR-M,Sarasota,20323,20323,26056113.0,4002293495.0
2012-02-29,PLAPR-M,Seminole,2960,2960,2947274.0,521954461.0
2012-02-29,PLAPR-M,Saint Johns,3412,3412,3969564.0,715880862.0
2012-02-29,PLAPR-M,Saint Lucie,11366,11366,17075410.0,2004231488.0
2012-02-29,PLAPR-M,Sumter,1152,1152,985266.0,153270061.0
2012-02-29,PLAPR-M,Suwannee,810,810,573181.0,67831841.0
2012-02-29,PLAPR-M,Taylor,691,691,782255.0,73891239.0
2012-02-29,PLAPR-M,Union,183,183,141666.0,18008907.0
2012-02-29,PLAPR-M,Volusia,10298,10298,11500881.0,1882097629.0
2012-02-29,PLAPR-M,Wakulla,843,843,786093.0,74110264.0
2012-02-29,PLAPR-M,Walton,1276,1276,1253215.0,151516895.0
2012-02-29,PLAPR-M,Washington,537,537,401549.0,48411580.0
2012-02-29,COASTALPR-W (ePAS),Bay,5206,5206,4490230.0,987296549.0
2012-02-29,COASTALPR-W (ePAS),Brevard,2101,2101,2623986.0,657945087.0
2012-02-29,COASTALPR-W (ePAS),Broward,34376,34376,67359580.0,13269074315.0
2012-02-29,COASTALPR-W (ePAS),Charlotte,1144,1144,2054990.0,575320686.0
2012-02-29,COASTALPR-W (ePAS),Collier,8687,8687,17459579.0,4857612195.0
2012-02-29,COASTALPR-W (ePAS),Miami-Dade,42081,42081,114559923.0,20803262689.0
2012-02-29,COASTALPR-W (ePAS),Duval,1447,1447,1323629.0,655395079.0
2012-02-29,COASTALPR-W (ePAS),Escambia,8126,8126,9897932.0,2860645235.0
2012-02-29,COASTALPR-W (ePAS),Flagler,1671,1671,1304497.0,631556472.0
2012-02-29,COASTALPR-W (ePAS),Franklin,1684,1684,3472891.0,792550978.0
2012-02-29,COASTALPR-W (ePAS),Gulf,1158,1158,1707655.0,383201562.0
2012-02-29,COASTALPR-W (ePAS),Hernando,194,194,201770.0,67143651.0
2012-02-29,COASTALPR-W (ePAS),Indian River,2033,2033,6257531.0,1365061306.0
2012-02-29,COASTALPR-W (ePAS),Lee,13612,13612,24275523.0,6739128264.0
2012-02-29,COASTALPR-W (ePAS),Levy,376,376,248194.0,99221853.0
2012-02-29,COASTALPR-W (ePAS),Manatee,1775,1775,2856836.0,697963441.0
2012-02-29,COASTALPR-W (ePAS),Monroe,21505,21505,52139919.0,9015332246.0
2012-02-29,COASTALPR-W (ePAS),Nassau,768,768,706390.0,312175489.0
2012-02-29,COASTALPR-W (ePAS),Okaloosa,2819,2819,2598715.0,574246429.0
2012-02-29,COASTALPR-W (ePAS),Palm Beach,31783,31783,71900919.0,15156846424.0
2012-02-29,COASTALPR-W (ePAS),Pasco,1693,1693,1911081.0,405579722.0
2012-02-29,COASTALPR-W (ePAS),Pinellas,8185,8185,12182275.0,3482685976.0
2012-02-29,COASTALPR-W (ePAS),Santa Rosa,1521,1521,2209186.0,674505797.0
2012-02-29,COASTALPR-W (ePAS),Sarasota,27971,27971,32116075.0,11206315952.0
2012-02-29,COASTALPR-W (ePAS),Saint Johns,1546,1546,1472555.0,721600791.0
2012-02-29,COASTALPR-W (ePAS),Saint Lucie,852,852,870609.0,131704765.0
2012-02-29,COASTALPR-W (ePAS),Volusia,12503,12503,10994904.0,3766206889.0
2012-02-29,COASTALPR-W (ePAS),Wakulla,398,398,431390.0,132878998.0
2012-02-29,COASTALPR-W (ePAS),Walton,6855,6855,10055692.0,2699952888.0
2012-02-29,COASTALPR-M,Bay,2278,2278,2687693.0,293534148.0
2012-02-29,COASTALPR-M,Brevard,2161,2161,3308436.0,402903067.0
2012-02-29,COASTALPR-M,Broward,35265,35265,69049389.0,7431614213.0
2012-02-29,COASTALPR-M,Charlotte,447,447,883740.0,100924760.0
2012-02-29,COASTALPR-M,Collier,2769,2769,5174747.0,660631939.0
2012-02-29,COASTALPR-M,Miami-Dade,44897,44897,114030620.0,11740420505.0
2012-02-29,COASTALPR-M,Duval,329,329,519451.0,96607121.0
2012-02-29,COASTALPR-M,Escambia,2816,2816,4784635.0,647450486.0
2012-02-29,COASTALPR-M,Flagler,285,285,450980.0,73332761.0
2012-02-29,COASTALPR-M,Franklin,230,230,556881.0,56105795.0
2012-02-29,COASTALPR-M,Gulf,250,250,536920.0,58963066.0
2012-02-29,COASTALPR-M,Hernando,1263,1263,1738326.0,411027262.0
2012-02-29,COASTALPR-M,Indian River,739,739,1790418.0,221038908.0
2012-02-29,COASTALPR-M,Lee,6030,6030,10565687.0,1282659395.0
2012-02-29,COASTALPR-M,Levy,64,64,106946.0,14363712.0
2012-02-29,COASTALPR-M,Manatee,1298,1298,2719052.0,316504450.0
2012-02-29,COASTALPR-M,Monroe,1758,1758,4748485.0,468139525.0
2012-02-29,COASTALPR-M,Nassau,111,111,163045.0,24544526.0
2012-02-29,COASTALPR-M,Okaloosa,725,725,1040523.0,121356274.0
2012-02-29,COASTALPR-M,Palm Beach,27394,27394,53395220.0,6390775907.0
2012-02-29,COASTALPR-M,Pasco,10447,10447,16105619.0,2723214788.0
2012-02-29,COASTALPR-M,Pinellas,7684,7684,14564378.0,1814849557.0
2012-02-29,COASTALPR-M,Santa Rosa,544,544,1141262.0,167089991.0
2012-02-29,COASTALPR-M,Sarasota,14154,14154,23457525.0,3185754213.0
2012-02-29,COASTALPR-M,Saint Johns,445,445,620095.0,96847836.0
2012-02-29,COASTALPR-M,Saint Lucie,1158,1158,1502313.0,117469608.0
2012-02-29,COASTALPR-M,Volusia,6185,6185,7990412.0,1150243447.0
2012-02-29,COASTALPR-M,Wakulla,79,79,115059.0,11900625.0
2012-02-29,COASTALPR-M,Walton,2256,2256,3987003.0,557345382.0
2012-02-29,COASTALCR-W,Bay,150,407,2027888.0,532209881.0
2012-02-29,COASTALCR-W,Brevard,374,863,4115954.0,1562645540.0
2012-02-29,COASTALCR-W,Broward,3146,6445,31660563.0,6687695754.0
2012-02-29,COASTALCR-W,Charlotte,71,312,1524436.0,311493699.0
2012-02-29,COASTALCR-W,Collier,461,1356,15263615.0,3893350337.0
2012-02-29,COASTALCR-W,Dade,2873,5487,60731712.0,11362524943.0
2012-02-29,COASTALCR-W,Duval,87,133,513684.0,195047317.0
2012-02-29,COASTALCR-W,Escambia,102,360,2731542.0,771735504.0
2012-02-29,COASTALCR-W,Flagler,25,50,331067.0,71597940.0
2012-02-29,COASTALCR-W,Franklin,7,13,39796.0,9146000.0
2012-02-29,COASTALCR-W,Gulf,18,20,111267.0,15065600.0
2012-02-29,COASTALCR-W,Hernando,0,0,0.0,0.0
2012-02-29,COASTALCR-W,Indian River,165,674,2875034.0,849918348.0
2012-02-29,COASTALCR-W,Lee,440,1479,8664332.0,3477562722.0
2012-02-29,COASTALCR-W,Levy,18,28,177567.0,21069040.0
2012-02-29,COASTALCR-W,Manatee,185,764,3525313.0,728597821.0
2012-02-29,COASTALCR-W,Monroe,382,1129,9640698.0,1497941946.0
2012-02-29,COASTALCR-W,Nassau,41,80,538582.0,229710182.0
2012-02-29,COASTALCR-W,Okaloosa,105,268,1647073.0,554802967.0
2012-02-29,COASTALCR-W,Palm Beach,1778,6967,37467962.0,8932616847.0
2012-02-29,COASTALCR-W,Pasco,30,259,766641.0,207208298.0
2012-02-29,COASTALCR-W,Pinellas,789,1578,14604828.0,3612904757.0
2012-02-29,COASTALCR-W,Santa Rosa,26,88,747526.0,181734131.0
2012-02-29,COASTALCR-W,Sarasota,746,5341,17958171.0,5448512453.0
2012-02-29,COASTALCR-W,St Johns,86,300,1295111.0,476291382.0
2012-02-29,COASTALCR-W,St Lucie,67,301,1602232.0,447124186.0
2012-02-29,COASTALCR-W,Volusia,493,1180,5440735.0,2213480667.0
2012-02-29,COASTALCR-W,Wakulla,4,4,32206.0,3311688.0
2012-02-29,COASTALCR-W,Walton,243,807,3163874.0,842180137.0
2012-02-29,COASTALCR-M,Bay,0,0,0.0,0.0
2012-02-29,COASTALCR-M,Brevard,9,73,199774.0,26203900.0
2012-02-29,COASTALCR-M,Broward,237,465,27496560.0,4666797916.0
2012-02-29,COASTALCR-M,Charlotte,4,27,329839.0,60565500.0
2012-02-29,COASTALCR-M,Collier,8,20,88109.0,11928400.0
2012-02-29,COASTALCR-M,Dade,355,750,37659056.0,6649576637.0
2012-02-29,COASTALCR-M,Duval,1,1,8820.0,765000.0
2012-02-29,COASTALCR-M,Escambia,13,83,287793.0,45810800.0
2012-02-29,COASTALCR-M,Flagler,0,0,0.0,0.0
2012-02-29,COASTALCR-M,Franklin,0,0,0.0,0.0
2012-02-29,COASTALCR-M,Gulf,0,0,0.0,0.0
2012-02-29,COASTALCR-M,Hernando,0,0,0.0,0.0
2012-02-29,COASTALCR-M,Indian River,6,6,174551.0,34397500.0
2012-02-29,COASTALCR-M,Lee,4,8,48228.0,7307600.0
2012-02-29,COASTALCR-M,Levy,1,1,10850.0,1005300.0
2012-02-29,COASTALCR-M,Manatee,2,2,18160.0,5808400.0
2012-02-29,COASTALCR-M,Monroe,12,84,751837.0,86226600.0
2012-02-29,COASTALCR-M,Nassau,1,8,57439.0,5830800.0
2012-02-29,COASTALCR-M,Okaloosa,0,0,0.0,0.0
2012-02-29,COASTALCR-M,Palm Beach,152,616,13007194.0,2304175200.0
2012-02-29,COASTALCR-M,Pasco,2,21,133406.0,12887100.0
2012-02-29,COASTALCR-M,Pinellas,22,46,509987.0,62495100.0
2012-02-29,COASTALCR-M,Santa Rosa,0,0,0.0,0.0
2012-02-29,COASTALCR-M,Sarasota,7,33,203568.0,24169800.0
2012-02-29,COASTALCR-M,St. Johns,1,1,11911.0,3441000.0
2012-02-29,COASTALCR-M,St. Lucie,15,58,1707683.0,343084500.0
2012-02-29,COASTALCR-M,Volusia,1,9,10327.0,1752300.0
2012-02-29,COASTALCR-M,Wakulla,0,0,0.0,0.0
2012-02-29,COASTALCR-M,Walton,1,3,37733.0,3995600.0
2012-02-29,COASTALCNR-W,Bay,337,638,1098106.0,230923861.0
2012-02-29,COASTALCNR-W,Brevard,398,537,903491.0,206420382.0
2012-02-29,COASTALCNR-W,Broward,5234,6651,15921774.0,2722654865.0
2012-02-29,COASTALCNR-W,Charlotte,24,33,65523.0,13740238.0
2012-02-29,COASTALCNR-W,Collier,427,568,1444304.0,274159102.0
2012-02-29,COASTALCNR-W,Dade,5138,6510,18210094.0,2873433420.0
2012-02-29,COASTALCNR-W,Duval,129,136,141385.0,44079104.0
2012-02-29,COASTALCNR-W,Escambia,1318,1715,2567986.0,710503275.0
2012-02-29,COASTALCNR-W,Flagler,109,139,155981.0,43964202.0
2012-02-29,COASTALCNR-W,Franklin,76,102,176859.0,35069938.0
2012-02-29,COASTALCNR-W,Gulf,39,56,90471.0,17059615.0
2012-02-29,COASTALCNR-W,Hernando,13,20,36390.0,6752779.0
2012-02-29,COASTALCNR-W,Indian River,236,291,900971.0,138063694.0
2012-02-29,COASTALCNR-W,Lee,695,1170,2318275.0,444988790.0
2012-02-29,COASTALCNR-W,Levy,38,53,54965.0,11425243.0
2012-02-29,COASTALCNR-W,Manatee,137,237,396238.0,79758859.0
2012-02-29,COASTALCNR-W,Monroe,1535,2834,11302204.0,1267649533.0
2012-02-29,COASTALCNR-W,Nassau,16,23,83225.0,18238844.0
2012-02-29,COASTALCNR-W,Okaloosa,68,106,300647.0,52941647.0
2012-02-29,COASTALCNR-W,Palm Beach,5036,6377,15223524.0,2557715762.0
2012-02-29,COASTALCNR-W,Pasco,120,155,285824.0,74093990.0
2012-02-29,COASTALCNR-W,Pinellas,616,893,1697036.0,361211310.0
2012-02-29,COASTALCNR-W,Santa Rosa,126,169,227624.0,57867850.0
2012-02-29,COASTALCNR-W,Sarasota,2424,3319,5093300.0,1305275292.0
2012-02-29,COASTALCNR-W,St Johns,77,112,173196.0,41845100.0
2012-02-29,COASTALCNR-W,St Lucie,31,45,109290.0,16903912.0
2012-02-29,COASTALCNR-W,Volusia,1615,2133,2560011.0,837730014.0
2012-02-29,COASTALCNR-W,Wakulla,8,10,18943.0,4058514.0
2012-02-29,COASTALCNR-W,Walton,495,803,1375668.0,289324654.0
2012-02-29,COASTALCNR-M,Bay,8,11,63012.0,11335500.0
2012-02-29,COASTALCNR-M,Brevard,14,22,76795.0,12736100.0
2012-02-29,COASTALCNR-M,Broward,30,41,363055.0,64006500.0
2012-02-29,COASTALCNR-M,Charlotte,0,0,0.0,0.0
2012-02-29,COASTALCNR-M,Collier,1,2,10558.0,1507400.0
2012-02-29,COASTALCNR-M,Dade,36,43,547170.0,69243800.0
2012-02-29,COASTALCNR-M,Duval,0,0,0.0,0.0
2012-02-29,COASTALCNR-M,Escambia,37,56,199980.0,41004100.0
2012-02-29,COASTALCNR-M,Flagler,1,1,1552.0,420000.0
2012-02-29,COASTALCNR-M,Franklin,3,4,20013.0,2448200.0
2012-02-29,COASTALCNR-M,Gulf,0,1,0.0,45000.0
2012-02-29,COASTALCNR-M,Hernando,0,0,0.0,0.0
2012-02-29,COASTALCNR-M,Indian River,1,1,49644.0,3000000.0
2012-02-29,COASTALCNR-M,Lee,2,5,34892.0,4637600.0
2012-02-29,COASTALCNR-M,Levy,0,0,0.0,0.0
2012-02-29,COASTALCNR-M,Manatee,2,3,9316.0,1247600.0
2012-02-29,COASTALCNR-M,Monroe,2,11,67288.0,4837200.0
2012-02-29,COASTALCNR-M,Nassau,1,1,2574.0,286500.0
2012-02-29,COASTALCNR-M,Okaloosa,0,0,0.0,0.0
2012-02-29,COASTALCNR-M,Palm Beach,55,86,753999.0,118846300.0
2012-02-29,COASTALCNR-M,Pasco,2,2,4948.0,1467300.0
2012-02-29,COASTALCNR-M,Pinellas,10,16,87846.0,13656700.0
2012-02-29,COASTALCNR-M,Santa Rosa,8,16,56732.0,13125400.0
2012-02-29,COASTALCNR-M,Sarasota,13,14,96584.0,24863900.0
2012-02-29,COASTALCNR-M,St. Johns,1,1,1977.0,80800.0
2012-02-29,COASTALCNR-M,St. Lucie,1,1,1688.0,300000.0
2012-02-29,COASTALCNR-M,Volusia,6,13,73236.0,15439000.0
2012-02-29,COASTALCNR-M,Wakulla,0,0,0.0,0.0
2012-02-29,COASTALCNR-M,Walton,10,12,85240.0,11118600.0
2012-02-29,CLACR-M,Alachua,12,39,87315.0,14432200.0
2012-02-29,CLACR-M,Baker,0,0,0.0,0.0
2012-02-29,CLACR-M,Bay,29,132,527799.0,75837700.0
2012-02-29,CLACR-M,Bradford,0,0,0.0,0.0
2012-02-29,CLACR-M,Brevard,243,1047,4013639.0,639085100.0
2012-02-29,CLACR-M,Broward,1023,5311,38272486.0,8441969455.0
2012-02-29,CLACR-M,Calhoun,0,0,0.0,0.0
2012-02-29,CLACR-M,Charlotte,77,424,1849109.0,333246300.0
2012-02-29,CLACR-M,Citrus,16,64,231002.0,26873000.0
2012-02-29,CLACR-M,Clay,2,3,22853.0,7260800.0
2012-02-29,CLACR-M,Collier,262,1494,5828803.0,913036299.0
2012-02-29,CLACR-M,Columbia,0,0,0.0,0.0
2012-02-29,CLACR-M,Dade,2043,7136,41306552.0,7797006901.0
2012-02-29,CLACR-M,Desoto,0,0,0.0,0.0
2012-02-29,CLACR-M,Dixie,3,10,56506.0,9799800.0
2012-02-29,CLACR-M,Duval,26,160,469018.0,88103700.0
2012-02-29,CLACR-M,Escambia,27,214,577917.0,84565000.0
2012-02-29,CLACR-M,Flagler,0,0,0.0,0.0
2012-02-29,CLACR-M,Franklin,0,0,0.0,0.0
2012-02-29,CLACR-M,Gadsden,0,0,0.0,0.0
2012-02-29,CLACR-M,Gilchrist,0,0,0.0,0.0
2012-02-29,CLACR-M,Glades,0,0,0.0,0.0
2012-02-29,CLACR-M,Gulf,0,0,0.0,0.0
2012-02-29,CLACR-M,Hamilton,0,0,0.0,0.0
2012-02-29,CLACR-M,Hardee,0,0,0.0,0.0
2012-02-29,CLACR-M,Hendry,1,3,15632.0,2268500.0
2012-02-29,CLACR-M,Hernando,4,10,54317.0,7940400.0
2012-02-29,CLACR-M,Highlands,7,31,82307.0,13196700.0
2012-02-29,CLACR-M,Hillsborough,215,1499,6453339.0,1148443900.0
2012-02-29,CLACR-M,Holmes,0,0,0.0,0.0
2012-02-29,CLACR-M,Indian River,57,421,2056501.0,313417000.0
2012-02-29,CLACR-M,Jackson,0,0,0.0,0.0
2012-02-29,CLACR-M,Jefferson,0,0,0.0,0.0
2012-02-29,CLACR-M,Lafayette,0,0,0.0,0.0
2012-02-29,CLACR-M,Lake,3,34,27312.0,12229000.0
2012-02-29,CLACR-M,Lee,401,1985,7239185.0,1269298961.0
2012-02-29,CLACR-M,Leon,20,60,139432.0,35999800.0
2012-02-29,CLACR-M,Levy,0,0,0.0,0.0
2012-02-29,CLACR-M,Liberty,0,0,0.0,0.0
2012-02-29,CLACR-M,Madison,0,0,0.0,0.0
2012-02-29,CLACR-M,Manatee,186,1723,6421690.0,1078480039.0
2012-02-29,CLACR-M,Marion,8,31,68056.0,15304000.0
2012-02-29,CLACR-M,Martin,187,1632,8172399.0,1352258800.0
2012-02-29,CLACR-M,Monroe,0,0,0.0,0.0
2012-02-29,CLACR-M,Nassau,3,11,30908.0,3580200.0
2012-02-29,CLACR-M,Okaloosa,78,409,1872076.0,271263900.0
2012-02-29,CLACR-M,Okeechobee,1,21,38567.0,6405300.0
2012-02-29,CLACR-M,Orange,44,410,1213364.0,227738000.0
2012-02-29,CLACR-M,Osceola,2,6,23315.0,11313700.0
2012-02-29,CLACR-M,Palm Beach,678,9987,33716828.0,6963355358.0
2012-02-29,CLACR-M,Pasco,40,558,1131224.0,184504700.0
2012-02-29,CLACR-M,Pinellas,970,4715,28579819.0,6146243060.0
2012-02-29,CLACR-M,Polk,18,70,162721.0,56314400.0
2012-02-29,CLACR-M,Putnam,0,0,0.0,0.0
2012-02-29,CLACR-M,Santa Rosa,14,54,161687.0,22615600.0
2012-02-29,CLACR-M,Sarasota,96,1252,3490789.0,551551700.0
2012-02-29,CLACR-M,Seminole,9,112,337743.0,60538900.0
2012-02-29,CLACR-M,St. Johns,14,20,44432.0,4023500.0
2012-02-29,CLACR-M,St. Lucie,47,386,1661181.0,384604300.0
2012-02-29,CLACR-M,Sumter,0,0,0.0,0.0
2012-02-29,CLACR-M,Suwannee,0,0,0.0,0.0
2012-02-29,CLACR-M,Taylor,1,2,2622.0,479600.0
2012-02-29,CLACR-M,Union,0,0,0.0,0.0
2012-02-29,CLACR-M,Volusia,37,137,446468.0,56939600.0
2012-02-29,CLACR-M,Wakulla,0,0,0.0,0.0
2012-02-29,CLACR-M,Walton,1,1,228.0,85100.0
2012-02-29,CLACR-M,Washington,0,0,0.0,0.0
2012-02-29,CLACNR-M,Alachua,0,0,0.0,0.0
2012-02-29,CLACNR-M,Baker,1,1,1098.0,281200.0
2012-02-29,CLACNR-M,Bay,61,93,313783.0,63987500.0
2012-02-29,CLACNR-M,Bradford,0,0,0.0,0.0
2012-02-29,CLACNR-M,Brevard,194,263,919982.0,171651200.0
2012-02-29,CLACNR-M,Broward,96,143,987858.0,178513000.0
2012-02-29,CLACNR-M,Calhoun,0,0,0.0,0.0
2012-02-29,CLACNR-M,Charlotte,17,39,100938.0,25627900.0
2012-02-29,CLACNR-M,Citrus,1,2,1213.0,945800.0
2012-02-29,CLACNR-M,Clay,1,3,3377.0,725900.0
2012-02-29,CLACNR-M,Collier,42,73,403996.0,67693200.0
2012-02-29,CLACNR-M,Columbia,0,0,0.0,0.0
2012-02-29,CLACNR-M,Dade,194,250,1780108.0,335980000.0
2012-02-29,CLACNR-M,Desoto,0,0,0.0,0.0
2012-02-29,CLACNR-M,Dixie,0,0,0.0,0.0
2012-02-29,CLACNR-M,Duval,7,8,22744.0,4748700.0
2012-02-29,CLACNR-M,Escambia,66,107,375713.0,79193000.0
2012-02-29,CLACNR-M,Flagler,1,10,9800.0,4342100.0
2012-02-29,CLACNR-M,Franklin,3,3,8242.0,1131000.0
2012-02-29,CLACNR-M,Gadsden,1,1,6159.0,1610000.0
2012-02-29,CLACNR-M,Gilchrist,0,0,0.0,0.0
2012-02-29,CLACNR-M,Glades,0,0,0.0,0.0
2012-02-29,CLACNR-M,Gulf,0,0,0.0,0.0
2012-02-29,CLACNR-M,Hamilton,0,0,0.0,0.0
2012-02-29,CLACNR-M,Hardee,0,0,0.0,0.0
2012-02-29,CLACNR-M,Hendry,0,0,0.0,0.0
2012-02-29,CLACNR-M,Hernando,4,7,7395.0,5636600.0
2012-02-29,CLACNR-M,Highlands,0,0,0.0,0.0
2012-02-29,CLACNR-M,Hillsborough,49,60,233819.0,44299100.0
2012-02-29,CLACNR-M,Holmes,2,2,17032.0,2442700.0
2012-02-29,CLACNR-M,Indian River,17,19,79341.0,10383500.0
2012-02-29,CLACNR-M,Jackson,0,1,0.0,20000.0
2012-02-29,CLACNR-M,Jefferson,0,0,0.0,0.0
2012-02-29,CLACNR-M,Lafayette,0,0,0.0,0.0
2012-02-29,CLACNR-M,Lake,0,0,0.0,0.0
2012-02-29,CLACNR-M,Lee,23,60,186965.0,38853100.0
2012-02-29,CLACNR-M,Leon,3,5,19403.0,3508800.0
2012-02-29,CLACNR-M,Levy,1,2,3511.0,362000.0
2012-02-29,CLACNR-M,Liberty,0,0,0.0,0.0
2012-02-29,CLACNR-M,Madison,0,0,0.0,0.0
2012-02-29,CLACNR-M,Manatee,42,68,221401.0,41998800.0
2012-02-29,CLACNR-M,Marion,1,1,2050.0,503200.0
2012-02-29,CLACNR-M,Martin,26,38,182627.0,22545500.0
2012-02-29,CLACNR-M,Monroe,1,1,41379.0,2700000.0
2012-02-29,CLACNR-M,Nassau,3,4,13264.0,1703800.0
2012-02-29,CLACNR-M,Okaloosa,100,168,522580.0,97760600.0
2012-02-29,CLACNR-M,Okeechobee,0,0,0.0,0.0
2012-02-29,CLACNR-M,Orange,4,8,11027.0,4298600.0
2012-02-29,CLACNR-M,Osceola,1,5,14896.0,10837900.0
2012-02-29,CLACNR-M,Palm Beach,72,103,755803.0,106274800.0
2012-02-29,CLACNR-M,Pasco,26,32,120109.0,17299300.0
2012-02-29,CLACNR-M,Pinellas,256,338,1071168.0,252220300.0
2012-02-29,CLACNR-M,Polk,5,14,31976.0,8202600.0
2012-02-29,CLACNR-M,Putnam,0,0,0.0,0.0
2012-02-29,CLACNR-M,Santa Rosa,61,90,258189.0,49546300.0
2012-02-29,CLACNR-M,Sarasota,19,28,137737.0,19462400.0
2012-02-29,CLACNR-M,Seminole,1,2,6304.0,3535200.0
2012-02-29,CLACNR-M,St. Johns,5,9,19944.0,2742200.0
2012-02-29,CLACNR-M,St. Lucie,13,19,59242.0,13611900.0
2012-02-29,CLACNR-M,Sumter,2,2,6039.0,3228200.0
2012-02-29,CLACNR-M,Suwannee,0,0,0.0,0.0
2012-02-29,CLACNR-M,Taylor,0,0,0.0,0.0
2012-02-29,CLACNR-M,Union,0,0,0.0,0.0
2012-02-29,CLACNR-M,Volusia,27,30,86696.0,15156200.0
2012-02-29,CLACNR-M,Wakulla,0,1,0.0,3250000.0
2012-02-29,CLACNR-M,Walton,6,7,25083.0,4046900.0
2012-02-29,CLACNR-M,Washington,1,1,3675.0,356200.0
2012-03-31,PLAPR-M,Alachua,2663,2663,2313280.0,434176107.0
2012-03-31,PLAPR-M,Baker,451,451,315927.0,40503450.0
2012-03-31,PLAPR-M,Bay,4749,4749,5230935.0,597980920.0
2012-03-31,PLAPR-M,Bradford,370,370,266656.0,33879269.0
2012-03-31,PLAPR-M,Brevard,25865,25865,40855899.0,5174449180.0
2012-03-31,PLAPR-M,Broward,130352,130352,256862336.0,34077994922.0
2012-03-31,PLAPR-M,Calhoun,221,221,156325.0,21571535.0
2012-03-31,PLAPR-M,Charlotte,17677,17677,25995376.0,4093544473.0
2012-03-31,PLAPR-M,Citrus,4813,4813,4698209.0,562646512.0
2012-03-31,PLAPR-M,Clay,1829,1829,1408764.0,218503772.0
2012-03-31,PLAPR-M,Collier,13420,13420,22045497.0,2854095999.0
2012-03-31,PLAPR-M,Columbia,927,927,640236.0,86009905.0
2012-03-31,PLAPR-M,Miami-Dade,175576,175576,438365431.0,47989167713.0
2012-03-31,PLAPR-M,Desoto,757,757,851213.0,89957301.0
